1.413306 5.667512
2.138453 5.728583
2.406836 6.402947
1.846140 7.056911
2.004695 7.476860
0.999959 6.163270
2.595469 5.541241
1.878565 6.081203
2.781489 5.845113
2.712322 6.583466
2.891978 5.271403
3.205005 4.951530
2.792304 5.275508
2.670461 5.162777
2.805884 4.425846
2.825495 5.346385
2.759065 5.213549
4.692933 4.745576
2.681855 5.146728
3.245465 4.518774
3.406398 3.748934
3.173717 4.136963
4.129940 2.800152
3.273037 2.550991
2.952198 3.263023
3.963325 3.557292
4.400333 3.532848
4.462425 2.636091
3.300557 2.520452
3.867025 2.724325
4.755596 2.247906
4.629927 2.716867
5.269038 2.538757
4.681993 1.899354
4.875148 2.053185
4.383439 1.777659
4.129595 1.003288
4.256040 0.981710
5.262624 2.039579
5.102458 0.352915
5.428173 2.536583
5.534398 1.629065
6.440714 1.894525
5.428485 1.354248
6.322722 1.453183
5.711634 1.468359
5.668555 1.751540
5.725289 1.440236
6.466338 1.615200
6.883364 2.386112
